,count
leave,4
alone,6
thousand,3
miles,1
roamed,1
oooo-wee,1
*whistling*,1
mummy,3
fair,2
crumpled,1
folding,1
chair,1
passed,2
didn't,4
care,3
you?,10
been,13
to?,5
andrew,7
mccrew,6
he,27
died,6
ago,7
buried,5
today,5
nightmare,1
alley,1
shady,1
sway,1
hobo,1
a-hikin',1
salty,1
hopped,1
freight,1
dallas,1
rode,1
turn,28
slipped,1
grip,2
fell,2
in-to,1
leg,2
wood,7
small,3
train,1
found,9
legs,1
him,8
thicket,1
undertaker,1
mummified,1
body,1
relative,1
until,3
carnival,1
through,4
carnies,1
took,7
tent,1
decided,1
dressed,1
worn-out,1
tux,1
stand,2
millions,1
saw,2
legend,1
'famous,1
man',1
life,18
die,3
death,2
petrified,1
amazement,1
wonder,2
beyond,1
words,2
than,3
gave,2
birth,1
ones,1
whose,5
lives,1
performing,1
show,3
least,1
best,7
us,2
what's,10
farewell,1
gather,3
round,1
buddy,2
raise,1
glasses,1
high,3
drink,4
fool,9
crazy,7
told,8
goodbye,5
too,8
her,28
wants,1
needs,8
wonders,1
why,4
let,26
new,4
he's,1
lucky,1
guy,2
innocence,1
confidences,1
photograph,1
preserve,1
they're,1
break,4
season,4
purpose,4
heaven,4
plant,1
reap,1
kill,1
heal,1
laugh,2
weep,1
build,1
upa,1
dance,13
mourn,1
stones,2
together,13
war,1
peace,2
may,3
embrace,1
refrain,1
embracing,1
4,1
gain,1
lose,3
rend,1
sew,1
swear,1
eye,1
hold,7
tight,2
held,1
hand,2
'neath,1
pale,5
moonlight,1
forget,4
who's,5
taking,5
arms,5
darlin',4
save,7
last,8
music,7
fine,3
sparkling,1
sing,2
apart,2
so?,1
feel,6
touch?,1
carry,1
till,2
gone,6
asks,1
take,13
weary,2
feeling,6
tears,3
dry,2
side,4
rough,2
over,26
troubled,12
water,12
falls,2
hard,7
comfort,2
part,2
darkness,2
comes,2
pain,4
sail,4
girl,9
has,7
shine,4
how,14
friend,5
ease,6
began,1
begin,1
knowin',1
growing,1
strong,4
spring,2
became,1
who'd,1
believed,1
you'd,1
pre-chorus,2
touchin',6
hands,6
reachin',2
sweet,5
caroline,5
inclined,2
would,11
seem,3
fill,1
hurt,10
hurtin',1
runs,1
shoulders,1
holdin',1
original,2
1977remaster,2
2016side,2
one1.,2
"""twist",2
"shout""",2
30,18
august,34
1965,18
2.,2
"""she's",2
"woman""",2
3.,2
"""dizzy",2
miss,3
"lizzy""",2
4.,2
"""ticket",2
"ride""",2
5.,2
"""can't",2
buy,2
"love""",3
6.,2
"""things",2
"today""",2
23,16
1964,16
7.,2
"""roll",2
"beethoven""",2
two8.,2
"""boys""",2
luther,2
dixon,2
wes,2
farrell,2
9.,2
"""a",2
day's,2
"night""",2
10.,2
"""help!""",2
11.,2
"""all",2
"loving""",2
12.,2
"""she",2
loves,2
"you""",2
13.,2
"""long",2
tall,2
"sally""",2
hollywood,2
bowl,2
bonus,2
tracks14.,2
"""you",2
"that""",2
15.,2
"""i",2
want,6
"hand""",2
16.,2
"""everybody's",2
"baby""",2
17.,2
"""baby's",2
"black""",2
brr,3
da,6
oo,5
brr-ooo,3
being,1
tough,1
enough,3
really,3
door,5
better,12
something,6
believing,1
heart's,2
set,5
leaving,6
very,2
less,1
unstable,1
darling,7
unable,1
tip,2
bad,3
self,1
days,4
since,2
went,3
often,1
think,7
someday,6
trouble,5
misery,1
wrong,3
magic,10
young,2
girl's,2
free,5
whenever,2
starts?,1
groovy,1
makes,6
an,1
old-time,1
movie,1
it'll,2
soul,3
tryna,1
stranger,1
'bout-a,1
bother,1
choose,1
jug,1
band,1
or,3
rhythm,7
blues,4
listen,5
start,8
wipe,1
try,5
tapping,1
find,2
blow,1
guitar,1
solo,2
there's,3
maybe,3
sort,1
dancing,2
magic's,1
music's,1
interlude,1
magic?,4
of-a,1
ohh,1
'bout,2
believe?,4
believer?,1
wondering,1
love's,1
ooh,5
am,13
signed,12
sealed,12
delivered,12
yours!,6
ashamed,1
yours,8
future,6
lot,5
foolish,2
mean,3
ah,3
i?,1
seen,2
touch,3
ahh,3
i’m,2
fire,1
desire,1
whoa-oh,1
mr.,4
tambourine,4
play,4
sleepy,2
place,2
goin',2
jingle,2
jangle,2
followin',2
trip,1
upon,1
swirlin',1
ship,1
senses,1
stripped,1
numb,1
wait,1
boot,1
heels,1
wanderin',1
ready,2
anywhere,1
fade,1
unto,1
own,1
parade,1
spell,1
promise,1
{intro},1
telling,4
vain,2
looking,5
brand,2
does,8
please,3
steal,1
care?,1
another,3
somewhere,1
far,1
{bridge},1
ask,1
aglow,2
grow,1
pitter,4
patter,4
keep,6
once,15
walked,1
beside,1
inconceivable,1
unbelievable,1
bright,2
neon,2
sign,2
turned,9
ours,2
each,5
road,2
used,3
needed,1
unafraid,1
leads,1
somehow,1
before,4
sorrow,2
desert,2
harmonica,1
stevie,1
somebody,2
skipped,1
fandango,1
cartwheels,1
'cross,1
floor,1
kinda,1
seasick,1
crowd,1
humming,1
harder,1
ceiling,1
flew,1
waiter,1
brought,1
tray,1
later,4
miller,4
tale,4
first,5
ghostly,4
whiter,4
shade,4
reason,1
plain,1
see',1
wandered,1
playing,1
cards,1
sixteen,1
vestal,1
virgins,1
coast,1
although,1
open,2
might,5
well've,1
closed,1
bridge2,1
additional,1
verses,1
'i'm,1
leave',1
forced,1
agree,1
saying,1
'you,1
mermaid,1
neptune,1
ride.',1
smiled,1
sadly,1
anger,1
straightway,2
food,1
laughter,1
its,1
queen,1
likewise,1
front,1
dirt,1
clean,1
mouth,1
cardboard,1
slip,1
straight,2
crash-dived,1
quickly,1
attacked,1
ocean,1
breaker,1
liar,1
cheat,1
these,3
uptight,1
stuck,1
glue,1
run,2
fools,1
shame,1
thing,11
kiss,2
sleep,1
eat,1
bite,1
hooks,1
x2,1
tonight's,4
beg,1
lights,1
low,2
torn,1
let's,2
chance,2
great,5
romance,3
movin',1
nobody,4
feels,1
any,3
inside,4
everybody,1
knows,1
baby's,1
clothes,1
lately,1
ribbons,1
bows,1
fallen,1
curls,1
takes,5
aches,3
breaks,2
mary,1
blessed,1
'til,1
finally,1
sees,2
rest,1
fog,1
amphetamines,1
pearls,1
rainin',1
dyin',1
thirst,1
longtime,1
curse,1
hurts,1
worse,1
here?,1
clear?,1
fit,1
quit,1
introduced,1
hungry,1
those,1
schoolgirl,1
tales,1
biting,1
nails,1
thank,1
taken,1
crayons,1
perfume?,1
isn't,1
easy,2
wanted,2
sky,2
write,1
letters,1
soar,1
"""to",1
sir,2
closing,1
books,1
looks,1
end,1
taught,1
weak,4
learn,1
return?,1
rather,1
saturday,1
club,1
rocking,2
super,5
freaks,3
hanging,1
wall,2
something's,1
men's,1
soon,2
did,1
line,1
ladies?,1
freak,3
red,1
dress?,1
starts,1
shake,7
groove,7
boogie,4
beat,4
ya,1
titties,1
party,5
sounds,1
streets,1
getting,1
freaky,8
move,3
drive,3
midnight,4
lady,4
sexy,3
dancer,1
hardy,1
check,2
jamming,2
major,1
minor,1
crescendo,1
everybody's,1
having,3
green,1
middle,1
bop,1
everywhere,2
happiness,1
finger,1
popping,1
classy,1
dig,1
jam,1
chick's,1
flown,1
coop,1
knocked,1
loop,1
circulate,5
living's,1
pretend,1
king,1
balance,1
string,1
plenty,2
shopping,1
mate,1
hurry,1
waste,1
water's,1
star,2
spangled,2
flags,2
unfurled,2
underestimate,2
advice,2
means,3
wake,2
pebbles,1
few,1
cat's,1
meow,1
collection,1
full,1
chicks,1
mix,1
life's,1
kicks,1
broke,1
fear,1
you've,1
nights,1
flow,1
hurting,1
inside;,2
passes,2
knowing,2
coming,2
around;,1
a-falling,1
do.,2
hide,2
always,2
keeps,2
cryin',2
leaves,1
incomplete,1
week,1
hundred,2
proud,1
shout,4
you.,1
imagine,2
should,1
call,1
invest,1
dime,1
belong,1
lovin',2
skies'll,2
toss,3
dice,3
ba-ba-ba-ba,8
ba-ba-ba,2
weather,1
surely,2
loose,1
thunder,3
lightning,3
frightening,3
knock,18
superstitious,1
spinning,1
trance,1
secret,1
loving,1
cup,1
dreamin',1
electronic,1
healer,1
plugged,1
shook,1
fruit,1
boy,1
real,1
shoulder,1
wheel,1
black,4
white,4
anything,4
john,1
tv,1
radio,1
joe,1
pull,1
socket,1
money,6
lots,3
child,4
stomp,3
work,3
cure,1
ills,1
pay,1
bills,1
